ident,type,name,iso_region,iata_code
KFLP,small_airport,Marion County Regional Airport,US-AR,FLP
KFLV,small_airport,Sherman Army Air Field,US-KS,FLV
KFLX,small_airport,Fallon Municipal Airport,US-NV,FLX
KFME,medium_airport,Tipton Airport,US-MD,FME
KFMH,small_airport,Cape Cod Coast Guard Air Station,US-MA,FMH
KFMM,small_airport,Fort Morgan Municipal Airport,US-CO,
KFMN,medium_airport,Four Corners Regional Airport,US-NM,FMN
KFMY,medium_airport,Page Field,US-FL,FMY
KFMZ,small_airport,Fairmont State Airfield,US-NE,
KFNB,small_airport,Brenner Field,US-NE,
KFNL,small_airport,Northern Colorado Regional Airport,US-CO,FNL
KFNT,medium_airport,Bishop International Airport,US-MI,FNT
KFOA,small_airport,Flora Municipal Airport,US-IL,
KFOD,medium_airport,Fort Dodge Regional Airport,US-IA,FOD
KFOE,medium_airport,Topeka Regional Airport - Forbes Field,US-KS,FOE
KFOK,small_airport,Francis S Gabreski Airport,US-NY,FOK
KFOM,small_airport,Fillmore Municipal Airport,US-UT,FIL
KFOT,small_airport,Rohnerville Airport,US-CA,
KFOZ,small_airport,Bigfork Municipal Airport,US-MN,
KFPK,small_airport,Fitch H Beach Airport,US-MI,
KFPR,medium_airport,St Lucie County International Airport,US-FL,FPR
KFQD,small_airport,Rutherford County Marchman Field,US-NC,
KFRG,medium_airport,Republic Airport,US-NY,FRG
KFRH,small_airport,French Lick Municipal Airport,US-IN,FRH
KFRI,medium_airport,Marshall Army Air Field,US-KS,FRI
KFRM,small_airport,Fairmont Municipal Airport,US-MN,FRM
KFRR,small_airport,Front Royal Warren County Airport,US-VA,FRR
KFSD,medium_airport,Joe Foss Field Airport,US-SD,FSD
KFSE,small_airport,Fosston Municipal Airport-Anderson Field,US-MN,
KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),US-OK,FSI
KFSK,small_airport,Fort Scott Municipal Airport,US-KS,FSK
KFSM,large_airport,Fort Smith Regional Airport,US-AR,FSM
KFSO,small_airport,Franklin County State Airport,US-VT,
KFST,medium_airport,Fort Stockton Pecos County Airport,US-TX,FST
KFSU,small_airport,Fort Sumner Municipal Airport,US-NM,FSU
KFSW,small_airport,Fort Madison Municipal Airport,US-IA,FMS
KFTG,small_airport,Colorado Air and Space Port,US-CO,
KFTK,medium_airport,Godman Army Air Field,US-KY,FTK
KFTT,small_airport,Elton Hensley Memorial Airport,US-MO,
KFTW,large_airport,Fort Worth Meacham International Airport,US-TX,FTW
KFTY,medium_airport,Fulton County Airport Brown Field,US-GA,FTY
KFUL,small_airport,Fullerton Municipal Airport,US-CA,FUL
KFVE,small_airport,Northern Aroostook Regional Airport,US-ME,WFK
KFVX,small_airport,Farmville Regional Airport,US-VA,
KFWA,large_airport,Fort Wayne International Airport,US-IN,FWA
KFWC,small_airport,Fairfield Municipal Airport,US-IL,
KFWN,small_airport,Sussex Airport,US-NJ,
KFWQ,small_airport,Rostraver Airport,US-PA,
KFWS,small_airport,Fort Worth Spinks Airport,US-TX,
KFXE,medium_airport,Fort Lauderdale Executive Airport,US-FL,FXE
KFXY,small_airport,Forest City Municipal Airport,US-IA,FXY
KFYE,small_airport,Fayette County Airport,US-TN,
KFYJ,small_airport,Middle Peninsula Regional Airport,US-VA,
KFYM,small_airport,Fayetteville Municipal Airport,US-TN,FYM
KFYV,medium_airport,Drake Field,US-AR,FYV
KFZG,small_airport,Fitzgerald Municipal Airport,US-GA,
KFZI,small_airport,Fostoria Metropolitan Airport,US-OH,
KFZY,small_airport,Oswego County Airport,US-NY,
KG-0001,medium_airport,Jalal-Abad Airport,KG-J,
KG-0002,small_airport,Naryn Airport,KG-N,
KG-0003,small_airport,Toktogul Airport,KG-J,
KG-0004,small_airport,Talas Airport,KG-T,
KG-0005,small_airport,Chatkel Agri Airport,KG-C,
KG-0006,small_airport,Tamga Airport,KG-Y,
KG-0007,small_airport,Tokmok Airport,KG-C,
KG-0008,small_airport,Chon Aryk Airport,KG-C,
KG-0010,small_airport,Frunze Northwest Airport,KG-C,
KG-0011,small_airport,Sretenka Airport,KG-C,
KG-0012,small_airport,Verkhnyaya Alaarcha Airport,KG-C,
KG-0013,small_airport,Bazar Kurgan Airport,KG-J,
KG-0014,small_airport,Kerben Airport,KG-J,
KG-0015,small_airport,Suzak Airport,KG-J,
KG-0016,small_airport,Torktul Airport,KG-J,
KG-0017,small_airport,Aravan West Airport,KG-O,
KG-0018,small_airport,Kyzyl-Kiya Airport,KG-B,
KG-0019,small_airport,Madaniyat Airport,KG-O,
KG-0020,small_airport,Osh West Airport,KG-GO,
KG-0021,small_airport,Pokrovka Airport,KG-T,
KG-0022,small_airport,Novopokrovskiyi Airport,KG-C,
KG-0023,small_airport,Balykchy Airport,KG-Y,
KG-0043,small_airport,Ak Bashat Airport,KG-C,
KGAD,small_airport,Northeast Alabama Regional Airport,US-AL,GAD
KGAF,small_airport,Hutson Field,US-ND,
KGAG,small_airport,Gage Airport,US-OK,GAG
KGAI,small_airport,Montgomery County Airpark,US-MD,GAI
KGAO,small_airport,South Lafourche Leonard Miller Jr Airport,US-LA,
KGAS,small_airport,Gallia Meigs Regional Airport,US-OH,
KGAX,small_airport,Williams Auxiliary Air Field 6,US-AZ,
KGBD,small_airport,Great Bend Municipal Airport,US-KS,GBD
KGBG,small_airport,Galesburg Municipal Airport,US-IL,GBG
KGBN,small_airport,Gila Bend Af Aux Airport,US-AZ,
KGBR,small_airport,Walter J. Koladza Airport,US-MA,GBR
KGCC,medium_airport,Gillette Campbell County Airport,US-WY,GCC
KGCD,small_airport,Grant Co Regional/Ogilvie Field,US-OR,JDA
KGCK,medium_airport,Garden City Regional Airport,US-KS,GCK
KGCM,small_airport,Claremore Regional Airport,US-OK,
KGCN,medium_airport,Grand Canyon National Park Airport,US-AZ,GCN
KGCT,small_airport,Guthrie County Regional Airport,US-IA,
KGCY,small_airport,Greeneville Municipal Airport,US-TN,GCY
KGDB,small_airport,Granite Falls Municipal-Lenzen-Roe Memorial Field,US-MN,
KGDJ,small_airport,Granbury Regional Airport,US-TX,
KGDM,small_airport,Gardner Municipal Airport,US-MA,GDM
KGDV,medium_airport,Dawson Community Airport,US-MT,GDV
KGDW,small_airport,Gladwin Zettel Memorial Airport,US-MI,GDW
KGED,small_airport,Sussex County Airport,US-DE,GED
KGEG,large_airport,Spokane International Airport,US-WA,GEG
KGEO,small_airport,Brown County Airport,US-OH,
KGEU,small_airport,Glendale Municipal Airport,US-AZ,
KGEV,small_airport,Ashe County Airport,US-NC,
KGEY,small_airport,South Big Horn County Airport,US-WY,GEY
KGEZ,small_airport,Shelbyville Municipal Airport,US-IN,
KGFK,medium_airport,Grand Forks International Airport,US-ND,GFK
KGFL,medium_airport,Floyd Bennett Memorial Airport,US-NY,GFL
KGFZ,small_airport,Greenfield Municipal Airport,US-IA,
KGGE,small_airport,Georgetown County Airport,US-SC,GGE
KGGF,small_airport,Grant Municipal Airport,US-NE,
KGGG,medium_airport,East Texas Regional Airport,US-TX,GGG
KGGI,small_airport,Grinnell Regional Airport,US-IA,
KGGP,small_airport,Logansport Cass County Airport,US-IN,
KGGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,US-MT,GGW
KGHG,small_airport,Marshfield Municipal George Harlow Field,US-MA,
KGHM,small_airport,Centerville Municipal Airport,US-TN,GHM
KGHW,small_airport,Glenwood Municipal Airport,US-MN,
KGIF,small_airport,Winter Haven Regional Airport - Gilbert Field,US-FL,GIF
KGJT,medium_airport,Grand Junction Regional Airport,US-CO,GJT
KGKJ,small_airport,Port Meadville Airport,US-PA,MEJ
KGKT,small_airport,Gatlinburg-Pigeon Forge Airport,US-TN,GKT
KGKY,small_airport,Arlington Municipal Airport,US-TX,
KGLD,medium_airport,Renner Field-Goodland Municipal Airport,US-KS,GLD
KGLE,small_airport,Gainesville Municipal Airport,US-TX,GLE
KGLH,medium_airport,Mid Delta Regional Airport,US-MS,GLH
KGLR,small_airport,Gaylord Regional Airport,US-MI,GLR
KGLS,medium_airport,Scholes International At Galveston Airport,US-TX,GLS
KGLW,small_airport,Glasgow Municipal Airport,US-KY,GLW
KGLY,small_airport,Clinton Memorial Airport,US-MO,
KGMJ,small_airport,Grove Municipal Airport,US-OK,
KGMU,medium_airport,Greenville Downtown Airport,US-SC,GMU
KGNB,small_airport,Granby Grand County Airport,US-CO,
KGNC,small_airport,Gaines County Airport,US-TX,
KGNF,small_airport,Grenada Municipal Airport,US-MS,
KGNG,small_airport,Gooding Municipal Airport,US-ID,GNG
KGNT,small_airport,Grants-Milan Municipal Airport,US-NM,GNT
KGNV,medium_airport,Gainesville Regional Airport,US-FL,GNV
KGOK,small_airport,Guthrie-Edmond Regional Airport,US-OK,GOK
KGON,medium_airport,Groton New London Airport,US-CT,GON
KGOO,small_airport,Nevada County Airport,US-CA,
KGOP,small_airport,Gatesville Municipal Airport,US-TX,
KGOV,small_airport,Grayling Army Air Field,US-MI,
KGPH,small_airport,Midwest National Air Center Airport,US-MO,
KGPI,medium_airport,Glacier Park International Airport,US-MT,FCA
KGPM,small_airport,Grand Prairie Municipal Airport,US-TX,
KGPT,large_airport,Gulfport Biloxi International Airport,US-MS,GPT
KGPZ,small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,US-MN,GPZ
KGQQ,small_airport,Galion Municipal Airport,US-OH,GQQ
KGRB,large_airport,Austin Straubel International Airport,US-WI,GRB
KGRD,small_airport,Greenwood County Airport,US-SC,GRD
KGRE,small_airport,Greenville Airport,US-IL,GRE
KGRF,medium_airport,Gray Army Air Field,US-WA,GRF
KGRI,medium_airport,Central Nebraska Regional Airport,US-NE,GRI
KGRK,medium_airport,Robert Gray  Army Air Field Airport,US-TX,GRK
KGRN,small_airport,Gordon Municipal Airport,US-NE,GRN
KGRR,medium_airport,Gerald R. Ford International Airport,US-MI,GRR
KGSB,large_airport,Seymour Johnson Air Force Base,US-NC,GSB
KGSH,small_airport,Goshen Municipal Airport,US-IN,GSH
KGSO,large_airport,Piedmont Triad International Airport,US-NC,GSO
KGSP,large_airport,Greenville Spartanburg International Airport,US-SC,GSP
KGTB,medium_airport,Wheeler Sack Army Air Field,US-NY,
KGTE,small_airport,Gothenburg Municipal Airport,US-NE,
KGTF,medium_airport,Great Falls International Airport,US-MT,GTF
KGTG,small_airport,Grantsburg Municipal Airport,US-WI,GTG
KGTR,medium_airport,Golden Triangle Regional Airport,US-MS,GTR
KGTU,small_airport,Georgetown Municipal Airport,US-TX,
KGUC,small_airport,Gunnison Crested Butte Regional Airport,US-CO,GUC
KGUP,medium_airport,Gallup Municipal Airport,US-NM,GUP
KGUS,large_airport,Grissom Air Reserve Base,US-IN,GUS
KGUY,medium_airport,Guymon Municipal Airport,US-OK,GUY
KGVL,small_airport,Lee Gilmer Memorial Airport,US-GA,GVL
KGVQ,small_airport,Genesee County Airport,US-NY,
KGVT,small_airport,Majors Airport,US-TX,GVT
KGW,small_airport,Kagi Airport,PG-CPM,KGW
KGWB,small_airport,De Kalb County Airport,US-IN,
KGWO,medium_airport,GreenwoodâLeflore Airport,US-MS,GWO
KGWR,small_airport,Gwinner Roger Melroe Field,US-ND,
KGWS,small_airport,Glenwood Springs Municipal Airport,US-CO,GWS
KGWW,small_airport,Goldsboro-Wayne Municipal Airport,US-NC,
KGX,small_airport,Grayling Airport,US-AK,KGX
KGXY,small_airport,GreeleyâWeld County Airport,US-CO,GXY
KGYB,small_airport,Giddings-Lee County Airport,US-TX,
KGYH,small_airport,Donaldson Field Airport,US-SC,GDC
KGYI,small_airport,North Texas Regional Airport/Perrin Field,US-TX,PNX
KGYL,small_airport,Glencoe Municipal Airport,US-MN,
KGYR,small_airport,Phoenix Goodyear Airport,US-AZ,GYR
KGYY,medium_airport,Gary Chicago International Airport,US-IN,GYY
KGZ,small_airport,Glacier Creek Airport,US-AK,KGZ
KGZH,small_airport,Evergreen Regional Airport/Middleton Field,US-AL,
KGZN,small_airport,Gregory M. Simmons Memorial Airport,US-TX,
KGZS,small_airport,Abernathy Field,US-TN,
KH04,small_airport,Vinita Municipal Airport,US-OK,
KH05,small_airport,Wilburton Municipal Airport,US-OK,
KH17,small_airport,Buffalo Municipal Airport,US-MO,
KH19,small_airport,Bowling Green Municipal Airport,US-MO,
KH21,small_airport,Camdenton Memorial Airport,US-MO,
KH34,small_airport,Huntsville Municipal Airport,US-AR,
KH35,small_airport,Clarksville Municipal Airport,US-AR,
KH37,small_airport,Herlong Airport,US-CA,
KH58,small_airport,Owen Field,US-MO,
KH68,small_airport,Hefner Easley Airport,US-OK,
KH70,small_airport,Stratford Field,US-TX,
KH71,small_airport,Mid America Industrial Airport,US-OK,
KH76,small_airport,Pawhuska Municipal Airport,US-OK,
KH79,small_airport,Eldon Model Airpark,US-MO,
KH88,small_airport,A Paul Vance Fredericktown Regional Airport,US-MO,
KH92,small_airport,Hominy Municipal Airport,US-OK,
KH96,small_airport,Benton Municipal Airport,US-IL,
KHAB,small_airport,Marion County Rankin Fite Airport,US-AL,HAB
KHAE,small_airport,Hannibal Regional Airport,US-MO,
KHAF,small_airport,Half Moon Bay Airport,US-CA,HAF
KHAI,small_airport,Three Rivers Municipal Dr Haines Airport,US-MI,HAI
KHAO,small_airport,Butler Co Regional Airport - Hogan Field,US-OH,HAO
KHBC,small_airport,Mohall Municipal Airport,US-ND,
KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,US-MS,HBG
KHBI,small_airport,Asheboro Regional Airport,US-NC,
KHBR,medium_airport,Hobart Regional Airport,US-OK,HBR
KHBV,small_airport,Jim Hogg County Airport,US-TX,
KHBZ,small_airport,Heber Springs Municipal Airport,US-AR,
KHCD,small_airport,Hutchinson Municipal Butler Field,US-MN,
KHCO,small_airport,Hallock Municipal Airport,US-MN,
KHDC,small_airport,Hammond Northshore Regional Airport,US-LA,
KHDE,small_airport,Brewster Field,US-NE,HDE
KHDN,small_airport,Yampa Valley Airport,US-CO,HDN
KHDO,small_airport,South Texas Regional Airport at Hondo,US-TX,
KHEE,small_airport,Thompson-Robbins Airport,US-AR,HEE
KHEF,small_airport,Manassas Regional Airport/Harry P. Davis Field,US-VA,MNZ
KHEG,small_airport,Herlong Airport,US-FL,
KHEI,small_airport,Hettinger Municipal Airport,US-ND,
KHEQ,small_airport,Holyoke Airport,US-CO,
KHEZ,small_airport,Hardy-Anders Field / Natchez-Adams County Airport,US-MS,HEZ
KHFD,medium_airport,Hartford Brainard Airport,US-CT,HFD
KHFF,small_airport,Mackall Army Air Field,US-NC,HFF
KHFJ,small_airport,Monett Municipal Airport,US-MO,
KHFY,small_airport,Indy South Greenwood Airport,US-IN,
KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,US-MD,HGR
KHHF,small_airport,Hemphill County Airport,US-TX,
KHHG,small_airport,Huntington Municipal Airport,US-IN,
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,US-CA,HHR
KHHW,small_airport,Stan Stamper Municipal Airport,US-OK,HUJ
KHIB,large_airport,Range Regional Airport,US-MN,HIB
KHIE,small_airport,Mount Washington Regional Airport,US-NH,HIE
KHIF,medium_airport,Hill Air Force Base,US-UT,HIF
KHIG,small_airport,Higginsville Industrial Municipal Airport,US-MO,
KHII,small_airport,Lake Havasu City Airport,US-AZ,HII
KHIO,medium_airport,Portland Hillsboro Airport,US-OR,HIO
KHJH,small_airport,Hebron Municipal Airport,US-NE,
KHJO,small_airport,Hanford Municipal Airport,US-CA,
KHKA,small_airport,Blytheville Municipal Airport,US-AR,HKA
KHKS,small_airport,Hawkins Field,US-MS,HKS
KHKY,medium_airport,Hickory Regional Airport,US-NC,HKY
KHLB,small_airport,Hillenbrand Industries Airport,US-IN,HLB
KHLC,small_airport,Hill City Municipal Airport,US-KS,HLC
KHLG,medium_airport,Wheeling Ohio County Airport,US-WV,HLG
KHLM,small_airport,Park Township Airport,US-MI,HLM
KHLN,medium_airport,Helena Regional Airport,US-MT,HLN
KHLR,medium_airport,Hood Army Air Field,US-TX,HLR
KHLX,small_airport,Twin County Airport,US-VA,
KHMN,large_airport,Holloman Air Force Base,US-NM,HMN
KHMT,small_airport,Hemet Ryan Airport,US-CA,HMT
KHMZ,small_airport,Bedford County Airport,US-PA,
KHNB,small_airport,Huntingburg Airport,US-IN,HNB
KHND,small_airport,Henderson Executive Airport,US-NV,HSH
KHNR,small_airport,Harlan Municipal Airport,US-IA,
KHNZ,small_airport,Henderson Oxford Airport,US-NC,
KHOB,medium_airport,Lea County Regional Airport,US-NM,HOB
KHOC,small_airport,Highland County Airport,US-OH,
KHOE,small_airport,Homerville Airport,US-GA,
KHON,medium_airport,Huron Regional Airport,US-SD,HON
KHOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,US-KY,HOP
KHOT,medium_airport,Memorial Field,US-AR,HOT
KHOU,large_airport,William P Hobby Airport,US-TX,HOU
KHPN,medium_airport,Westchester County Airport,US-NY,HPN
KHPT,small_airport,Hampton Municipal Airport,US-IA,HPT
KHPY,small_airport,Baytown Airport,US-TX,HPY
KHQG,small_airport,Hugoton Municipal Airport,US-KS,
KHQM,medium_airport,Bowerman Airport,US-WA,HQM
KHQU,small_airport,Thomson-McDuffie County Airport,US-GA,
KHQZ,small_airport,Mesquite Metro Airport,US-TX,
KHRI,small_airport,Hermiston Municipal Airport,US-OR,HES
KHRJ,small_airport,Harnett Regional Jetport Airport,US-NC,
KHRL,medium_airport,Valley International Airport,US-TX,HRL
KHRO,medium_airport,Boone County Airport,US-AR,HRO
KHRT,medium_airport,Hurlburt Field,US-FL,
KHRU,small_airport,Herington Regional Airport,US-KS,
KHRX,small_airport,Hereford Municipal Airport,US-TX,
KHSA,small_airport,Stennis International Airport,US-MS,
KHSB,small_airport,Harrisburg-Raleigh Airport,US-IL,HSB
KHSD,small_airport,Sundance Airpark,US-OK,
KHSE,small_airport,Billy Mitchell Airport,US-NC,HNC
KHSG,small_airport,Hot Springs County Airport,US-WY,THP
KHSI,small_airport,Hastings Municipal Airport,US-NE,HSI
KHSP,small_airport,Ingalls Field,US-VA,HSP
KHSR,small_airport,Hot Springs Municipal Airport,US-SD,
KHST,medium_airport,Homestead ARB Airport,US-FL,HST
KHSV,large_airport,Huntsville International Carl T Jones Field,US-AL,HSV
KHTH,small_airport,Hawthorne Industrial Airport,US-NV,HTH
KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,US-MI,HTL
KHTO,small_airport,East Hampton Airport,US-NY,HTO
KHTS,large_airport,Tri-State/Milton J. Ferguson Field,US-WV,HTS
KHTW,small_airport,Lawrence County Airpark,US-OH,HTW
KHUA,medium_airport,Redstone Army Air Field,US-AL,HUA
KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",US-IN,HUF
KHUL,medium_airport,Houlton International Airport,US-ME,HUL
KHUM,small_airport,Houma Terrebonne Airport,US-LA,HUM
KHUT,medium_airport,Hutchinson Municipal Airport,US-KS,HUT
KHVC,small_airport,Hopkinsville Christian County Airport,US-KY,
KHVE,small_airport,Hanksville Airport,US-UT,HVE
KHVN,medium_airport,Tweed New Haven Airport,US-CT,HVN
KHVR,medium_airport,Havre City County Airport,US-MT,HVR
KHVS,small_airport,Hartsville Regional Airport,US-SC,HVS
KHWD,small_airport,Hayward Executive Airport,US-CA,HWD
KHWO,small_airport,North Perry Airport,US-FL,HWO
KHWQ,small_airport,Wheatland County At Harlowton Airport,US-MT,
KHWV,small_airport,Brookhaven Airport,US-NY,WSH
KHWY,small_airport,Warrenton Fauquier Airport,US-VA,
KHXD,small_airport,Hilton Head Airport,US-SC,HHH
KHXF,small_airport,Hartford Municipal Airport,US-WI,
KHYA,medium_airport,Barnstable Municipal Boardman Polando Field,US-MA,HYA
KHYI,medium_airport,San Marcos Regional Airport,US-TX,
KHYR,medium_airport,Sawyer County Airport,US-WI,HYR
KHYS,medium_airport,Hays Regional Airport,US-KS,HYS
KHYW,small_airport,Conway Horry County Airport,US-SC,
KHYX,small_airport,Saginaw County H.W. Browne Airport,US-MI,
KHZD,small_airport,Carroll County Airport,US-TN,
KHZE,small_airport,Mercer County Regional Airport,US-ND,
KHZL,small_airport,Hazleton Municipal Airport,US-PA,HZL
KHZR,small_airport,False River Regional Airport,US-LA,
KHZX,small_airport,Isedor Iverson Airport,US-MN,
KHZY,small_airport,Northeast Ohio Regional Airport,US-OH,JFN
KI06,small_airport,City of Tulia-Swisher County Municipal Airport,US-TX,
KI10,small_airport,Noble County Airport,US-OH,
KI12,small_airport,Sidney Municipal Airport,US-OH,
KI16,small_airport,Kee Field,US-WV,
KI17,small_airport,Piqua Airport-Hartzell Field,US-OH,
KI18,small_airport,Jackson County Airport,US-WV,
KI22,small_airport,Randolph County Airport,US-IN,
KI23,small_airport,Fayette County Airport,US-OH,
KI34,small_airport,Greensburg Municipal Airport,US-IN,
KI35,small_airport,Tucker Guthrie Memorial Airport,US-KY,
KI39,small_airport,Madison Airport,US-KY,
KI40,small_airport,Richard Downing Airport,US-OH,
KI43,small_airport,James A Rhodes Airport,US-OH,
KI50,small_airport,Stanton Airport,US-KY,
KI53,small_airport,Liberty-Casey County Airport,US-KY,
KI54,small_airport,Mad River Airpark,US-OH,
KI58,small_airport,Santa Rosa Route 66 Airport,US-NM,
KI63,small_airport,Mount Sterling Municipal Airport,US-IL,
KI64,small_airport,Wakeman Airport,US-OH,
KI66,small_airport,Clinton Field,US-OH,
KI67,small_airport,Cincinnati West Airport,US-OH,
KI68,small_airport,Warren County Airport/John Lane Field,US-OH,
KI69,small_airport,Clermont County Airport,US-OH,
KI71,small_airport,Morgan County Airport,US-OH,
