ident,type,name,iso_region,iata_code
KE-0052,small_airport,Il Ngwesi Airport,KE-400,
KE-0053,small_airport,Mbirikani Airport,KE-700,
KE-0054,small_airport,Harris Hills Airport,KE-400,
KE-0055,small_airport,Lake Jipe Airport,KE-300,
KE-0056,small_airport,Finch Hattons Airport,KE-300,
KE-0057,small_airport,Maktau Gate Airport,KE-300,
KE-0058,small_airport,Kamboyo(Tsavo West) Airport,KE-300,
KE-0059,small_airport,Kangetchwa Airport,KE-300,
KE-0060,small_airport,Mulika Lodge Airport,KE-400,JJM
KE-0061,small_airport,Ithumba Airport,KE-400,
KE-0062,small_airport,Satao Airport,KE-300,
KE-0063,small_airport,Kone Airport,KE-300,
KE-0064,small_airport,Moyale (Boma) Airport,KE-400,
KE-0065,small_airport,Crocodile Camp Airport,KE-300,
KE-0066,small_airport,Kwale Airport,KE-300,
KE-0067,small_airport,Kore Galana Ranch Airport,KE-300,
KE-0068,small_airport,Komawayu (Tanke) Airport,KE-300,
KE-0069,small_airport,Vipingo Estate Airport,KE-300,VPG
KE-0070,small_airport,Kijipwa Airport,KE-300,
KE-0071,small_airport,Garsen Airport,KE-300,
KE-0072,small_airport,Rhamu Airport,KE-500,
KE-0073,small_airport,Ngare Ndare Airstrip,KE-700,
KE-0074,small_airport,Laragai Airstrip,KE-700,
KE-0075,medium_airport,Laikipia Air Base,KE-700,
KE-0076,small_airport,Private Airstrip near Lenana,KE-400,
KE-0077,small_airport,Log Logo Airstrip,KE-400,
KE-0078,small_airport,Kalacha Airport,KE-400,
KE-0079,small_airport,Kauro Airstrip,KE-700,
KE-0080,small_airport,Baomo Tana Airport,KE-300,
KE-0081,small_airport,Bura West Airport,KE-300,
KE-0082,small_airport,Tana River Rapids Airport,KE-400,
KE-0083,small_airport,Tana River Airport,KE-400,
KE-0084,small_airport,Rojewero River Airport,KE-400,
KE-0085,small_airport,Tharaka Nithi Meru Airport,KE-400,
KE-0086,small_airport,Airspray Naivasha Airfield,KE-700,
KE-0087,small_airport,Alale Airport,KE-900,
KE-0088,small_airport,Alia Bay Airport,KE-400,
KE-0089,small_airport,Arabia Airport,KE-500,
KE-0090,small_airport,Asako Airport,KE-400,
KE-0091,small_airport,Athi River Airport,KE-110,
KE-0092,small_airport,Bachuma Gate Airport,KE-300,
KE-0093,small_airport,Baragoi West Airport,KE-700,
KE-0094,small_airport,Barsaloi Airport,KE-700,
KE-0095,small_airport,Barton's Naivasha Airport,KE-700,
KE-0096,small_airport,Crescent Island Naivasha Airport,KE-700,
KE-0097,small_airport,Belatrix Kargi Airport,KE-400,
KE-0098,small_airport,Bissel Airport,KE-700,
KE-0099,small_airport,Bobs Harries Airport,KE-U-A,
KE-0100,small_airport,Bogani Airport,KE-700,
KE-0101,small_airport,Bomet Airport,KE-600,
KE-0102,small_airport,Buna Airport,KE-500,
KE-0103,small_airport,Bute Moyale Airport,KE-400,
KE-0104,small_airport,Carzan Rongai Airport,KE-U-A,
KE-0105,small_airport,Chaffa Airport,KE-400,
KE-0106,small_airport,Chyulus Airport,KE-700,
KE-0107,small_airport,Cottars Mara Airport,KE-700,
KE-0108,small_airport,Dadaab Airstrip,KE-500,
KE-0109,small_airport,Dol Dol Airport,KE-700,
KE-0110,small_airport,El Kantor Airport,KE-700,
KE-0111,small_airport,Enasoit Airport,KE-700,
KE-0112,small_airport,Engelesha Airport,KE-U-A,
KE-0113,small_airport,Entasopia Airport,KE-U-A,
KE-0114,small_airport,Entesekera Airport,KE-700,
KE-0115,small_airport,Funzi Island Airport,KE-300,
KE-0116,small_airport,Galana Ranch Airstrip,KE-200,
KE-0117,small_airport,Gatab Lower Airport,KE-400,
KE-0118,small_airport,Gilgil Coulson Airport,KE-700,
KE-0119,small_airport,Gogar Airport,KE-700,
KE-0120,small_airport,Habaswein Airport,KE-400,
KE-0121,small_airport,Ileret Main Airport,KE-400,
KE-0122,small_airport,Ileret Town Airport,KE-400,
KE-0123,small_airport,Ilkerin Airport,KE-700,
KE-0124,small_airport,Jolai Delamere Estates Airport,KE-700,
KE-0125,small_airport,Kalama Airport,KE-U-A,
KE-0126,small_airport,Kamburu Airport,KE-400,
KE-0127,small_airport,Kamogi Ranch Airstrip,KE-700,
KE-0128,small_airport,Kanzi Airport,KE-700,
KE-0129,small_airport,Kasigau Gate Airport,KE-300,
KE-0130,small_airport,Kataboi Airport,KE-700,
KE-0131,small_airport,Katilu Airport,KE-700,
KE-0132,small_airport,Kedong Airport,KE-700,
KE-0133,small_airport,Kichwa Tembo Airport,KE-700,KTJ
KE-0134,small_airport,Kifuku Estate Airstrip,KE-700,
KE-0135,small_airport,Kijabe Airport,KE-700,
KE-0136,small_airport,Kilalinda Airport,KE-300,
KE-0137,small_airport,Kimana Airstrip,KE-700,
KE-0138,small_airport,Kipipri Airport,KE-700,
KE-0139,small_airport,Kipsin Airstrip,KE-700,
KE-0140,small_airport,Kisima Ranch Airstrip,KE-700,
KE-0141,small_airport,Koka Airport,KE-700,
KE-0142,small_airport,Kongoni Game Valley Airport,KE-700,
KE-0143,small_airport,Korr Airport,KE-400,
KE-0144,small_airport,Korr AIM Airstrip,KE-400,
KE-0145,small_airport,Kowop Airstrip,KE-700,
KE-0146,small_airport,Kuluo Airport,KE-700,
KE-0147,small_airport,Kuti Airport,KE-700,
KE-0148,small_airport,Manda Point Airstrip,KE-300,
KE-0149,small_airport,Langata Enerit Airstrip,KE-700,
KE-0150,small_airport,Larsens Camp Airstrip,KE-700,
KE-0151,small_airport,Latakwen Airport,KE-700,
KE-0152,small_airport,Lenchukuti Airport,KE-700,
KE-0153,small_airport,Lentille Airport,KE-700,
KE-0154,small_airport,Limuru Airstrip,KE-200,
KE-0155,small_airport,Lolomarik Airport,KE-700,
KE-0156,small_airport,Longonot Fair Airstrip,KE-700,
KE-0157,small_airport,Lowarengak Airport,KE-700,
KE-0158,small_airport,Lugard Falls South Airport,KE-300,
KE-0159,small_airport,Malinda Estate Airstrip,KE-400,
KE-0160,small_airport,Manyani Airport,KE-300,
KE-0161,small_airport,Marinyn Airport,KE-600,
KE-0162,small_airport,Mawingo Airprot,KE-400,
KE-0163,small_airport,Mbaruk Airport,KE-700,
KE-0164,small_airport,Meriti Oil Rig Airstrip,KE-400,
KE-0165,small_airport,Milmet Airport,KE-700,
KE-0166,small_airport,Mount Elgon Orchards Airstrip,KE-900,
KE-0167,small_airport,Mpala Farm Airstrip,KE-700,
KE-0168,small_airport,Mpala Research Center Airstrip,KE-700,
KE-0169,small_airport,Mughwango Airstrip,KE-400,
KE-0170,small_airport,Mukenye Ranch Airstrip,KE-700,
KE-0171,small_airport,Mutomo Airport,KE-400,
KE-0172,small_airport,Mwatate Airport,KE-300,
KE-0173,small_airport,Namunyak Airport,KE-700,
KE-0174,small_airport,Nariokotome Airport,KE-700,
KE-0175,small_airport,National Park Airstrip,KE-200,
KE-0176,small_airport,Ngalai Airport,KE-700,
KE-0177,small_airport,Ngao Airport,KE-300,
KE-0178,small_airport,Ngurunit South Airport,KE-700,
KE-0179,small_airport,Ol Derkessi Airstrip,KE-700,
KE-0180,small_airport,Ol Donyo Laro Airport,KE-700,
KE-0181,small_airport,Ol Malo Lodge Airstrip,KE-700,
KE-0182,small_airport,Ol Seki Airstrip,KE-700,OSJ
KE-0183,small_airport,Oryx Airport,KE-700,
KE-0184,small_airport,Oseur Airstrip,KE-U-A,
KE-0185,small_airport,Perror Airport,KE-700,
KE-0186,small_airport,Rukinga Ranch Airstrip,KE-700,
KE-0187,small_airport,Saguta Naibor Ranch Airstrip,KE-700,
KE-0188,small_airport,Sala Gate Airport,KE-300,
KE-0189,small_airport,Seder Airport,KE-400,
KE-0190,small_airport,Segel Airprot,KE-400,
KE-0191,small_airport,Shaba Lodge Airport,KE-400,
KE-0192,small_airport,Sheldrick Trust Strip,KE-300,
KE-0193,small_airport,Sigor Airport,KE-700,
KE-0194,small_airport,Sirocco Airstrip,KE-700,
KE-0195,small_airport,Sosian Ranch Airstrip,KE-700,
KE-0196,small_airport,South Horr Airport,KE-700,
KE-0197,small_airport,St. Andrews School Airstrip,KE-700,
KE-0198,small_airport,Sware Airport,KE-700,
KE-0199,small_airport,Tinderet Teas Estate Airstrip,KE-U-A,
KE-0200,small_airport,Tortilis Camp Airstrip,KE-700,
KE-0201,small_airport,Tsavo Safari Camp Airstrip,KE-300,
KE-0202,small_airport,Tum Airport,KE-700,
KE-0203,small_airport,Wanjala Mine Airstrip,KE-300,
KE-0204,small_airport,Weavers Airstrip,KE-700,
KE-0207,small_airport,Loisaba Airstrop,KE-700,
KE-0208,small_airport,Olare Orok Airfield,KE-700,OLG
KE-6002,small_airport,Laisamis Airport,KE-400,
KE-6007,small_airport,Lokori Airport,KE-700,
KE-6012,small_airport,Arroket Airport,KE-700,
KE-6013,small_airport,Balesa Airport,KE-400,
KE-6018,small_airport,Fig Tree  Airport,KE-700,
KE-6019,small_airport,Head Office Delamere Estates Airport,KE-700,
KE-6020,small_airport,Itona Ranch Airport,KE-700,
KE-6021,small_airport,Karimbuni Airport,KE-700,
KE-6024,small_airport,Masai Mara Airport,KE-700,
KE-6025,small_airport,Kisima Farm Airport,KE-400,
KE-6027,small_airport,Kamok Airport,KE-700,
KE-6028,small_airport,Kulalu Ranch Airport,KE-300,
KE-6029,small_airport,Lubarra Airport,KE-110,
KE-6033,small_airport,Hagadera Airport,KE-500,
KE-6034,small_airport,Lomolo Airport,KE-700,
KE-6035,small_airport,Loporot Airport,KE-700,
KE-6036,small_airport,Lothagah Airport,KE-700,
KE-6037,small_airport,Lotubae Airport,KE-700,
KE-6040,small_airport,Menengai Airport,KE-700,
KE-6041,small_airport,Nampaso Airport,KE-700,
KE-6042,small_airport,Ndovu Airport,KE-400,
KE-6043,small_airport,Lanet Prairies Airport,KE-700,
KE-6044,small_airport,Ngore Ngore Airport,KE-400,
KE-6045,small_airport,Njoro Airport,KE-700,
KE-6046,small_airport,Nkreta Airport,KE-700,
KE-6048,small_airport,Oleleren Airport,KE-700,
KE-6050,small_airport,Gaitu Airport,KE-400,
KE-6053,small_airport,Taita Hills Airport,KE-300,
KE-6054,small_airport,Taveta Sisal Airport,KE-300,
KE-6055,small_airport,Turkwel Gorge Airport,KE-700,
KE-6056,small_airport,Ziwani Airport,KE-300,
KE-6058,small_airport,Didima Bule Airport,KE-300,
KE-6061,small_airport,Komofodo Galana Ranch Airport,KE-500,
KE-6062,small_airport,Embori Farm Airport,KE-400,
KE-6064,small_airport,Shekiko Airport,KE-300,
KE-6066,small_airport,Ngerende Airport,KE-700,
KE-6067,small_airport,Barina Airport,KE-700,
KE-6068,small_airport,Soy-Chemoset Airport,KE-700,
KE-6071,small_airport,Ngorare Ranch Airport,KE-700,
KE-6072,small_airport,Ilkek Airport,KE-700,
KE-6074,small_airport,Kalacha South Airport,KE-400,
KE-6075,small_airport,Masnami Airport,KE-700,
KE-6076,small_airport,Segera Ranch Airport,KE-700,
KE-6077,small_airport,Lali Galana Airport,KE-300,
KE-6079,small_airport,Kilgoris Airport,KE-700,
KE-6081,small_airport,Oserian Naivasha Airport,KE-700,
KE-6082,small_airport,Kinna Airport,KE-400,
KE-6084,small_airport,Green Park Airport,KE-700,
KE-6087,small_airport,Mara North Conservancy Airstrip,KE-700,HKR
KE-6088,small_airport,Cottar's Camp Airport,KE-700,
KE-6089,small_airport,Maji Mazuri Airport,KE-700,
KE-6095,small_airport,Kilifi Plantation Farm Airport,KE-300,
KE-6109,small_airport,Mitunguu Airport,KE-400,
KE-6110,small_airport,Mkowe Airport,KE-300,
KE-6112,small_airport,Angama Airport,KE-700,ANA
KE-6121,small_airport,Musiara Airstrip,KE-700,
KE-6123,small_airport,Namanga Airport,KE-700,
KE-6127,small_airport,Beverley Airport,KE-400,
KE-6151,small_airport,Solio Ranch Airport,KE-700,
KE-6152,small_airport,Rumuruti Airport,KE-700,
KE-6153,small_airport,Sabarei Airport,KE-400,
KE-6158,small_airport,Oljogi Ranch Airport,KE-700,
KE-6166,small_airport,Todenyang Airport,KE-700,
KE-6175,small_airport,Voi Park Airport,KE-300,
KE-6178,small_airport,Wamba Airport,KE-700,
KE-6208,small_airport,Olkiombo Airport,KE-700,OLX
KE-6320,small_airport,Laikipia Ranch Airport,KE-700,
KE-6394,small_airport,Lunga-Lunga Airport,KE-300,
KE-6396,small_airport,Maralal Airport,KE-700,
KE-6557,small_airport,Kakuma Airport,KE-700,
KE-6576,small_airport,Taveta Airport,KE-300,
KE-6596,small_airport,Kajiado Airport,KE-700,
KE-6646,small_airport,Marrian's Airport,KE-200,
KE-6647,small_airport,Nginyang (Kinkang) Airport,KE-700,
KE-6648,small_airport,Ngulia Lodge Airport,KE-300,
KE-6649,small_airport,Takabba Airport,KE-500,
KE-6650,small_airport,Sololo Airport,KE-400,
KE-6656,small_airport,Banisa Airport,KE-500,
KE-6873,small_airport,George Smith Farm Airport,KE-700,
KE-6874,small_airport,Impala Farm Airport,KE-700,
KE-6878,small_airport,Shimba Hills Airport,KE-300,
KE-6883,small_airport,Mount Kenya Game Ranch Airport,KE-400,
KE-6885,small_airport,Lewa Downs Airport,KE-400,
KE-6888,small_airport,Kapsumbeiwa Nandi Airport,KE-700,
KE-6890,small_airport,Baragoi Airport,KE-700,
KE-6893,small_airport,Changoi Tea Estate Airport,KE-700,
KE-6894,small_airport,Borana Airport,KE-700,
KE-6907,small_airport,Kambi Ya Samaki Airport,KE-400,
KE-6911,small_airport,Samburu North Airport,KE-300,
KE-6920,small_airport,Masalani (Fanjaa) Airport,KE-300,
KE-6924,small_airport,Mado Gashi Airport,KE-500,
KE-6937,small_airport,Lokichar Airport,KE-700,
KE-6946,small_airport,Kapenguria (Kisiaunet) Airport,KE-700,
KE-6951,small_airport,Hulugho Airport,KE-500,
KE-6957,small_airport,Aruba Airport,KE-300,
KE-6978,small_airport,Kerio Valley Airport,KE-700,KRV
KE-6996,small_airport,Kapchomuswo (Kabarnet) Airport,KE-700,
KE-KIU,small_airport,Kiunga Airport,KE-300,KIU
KE-LBK,small_airport,Liboi Airport,KE-500,LBK
KE-LBN,small_airport,Lake Baringo Airport,KE-700,LBN
KE-LKU,small_airport,Lake Rudolf Airport,KE-700,LKU
KE-MRE,small_airport,Mara Lodges Airport,KE-700,MRE
KE-MUM,small_airport,Mumias Airport,KE-900,MUM
KE01,small_airport,Roy Hurd Memorial Airport,US-TX,MIF
KE05,small_airport,Hatch Municipal Airport,US-NM,
KE06,small_airport,Lea County-Zip Franklin Memorial Airport,US-NM,
KE11,small_airport,Andrews County Airport,US-TX,
KE13,small_airport,Crane County Airport,US-TX,CCG
KE14,small_airport,Ohkay Owingeh Airport,US-NM,ESO
KE16,small_airport,San Martin Airport,US-CA,
KE19,small_airport,Gruver Municipal Airport,US-TX,
KE24,small_airport,Whiteriver Airport,US-AZ,WTR
KE25,small_airport,Wickenburg Municipal Airport,US-AZ,
KE26,small_airport,Lea County-Jal Airport,US-NM,
KE30,small_airport,Bruce Field,US-TX,
KE34,small_airport,Smiley Johnson Municipal Airport-Bass Field,US-TX,
KE35,small_airport,Fabens Airport,US-TX,
KE38,small_airport,Alpine Casparis Municipal Airport,US-TX,ALE
KE41,small_airport,Reagan County Airport,US-TX,
KE42,small_airport,Spearman Municipal Airport,US-TX,
KE45,small_airport,Pine Mountain Lake Airport,US-CA,
KE48,small_airport,Upton County Airport,US-TX,
KE51,small_airport,Bagdad Airport,US-AZ,BGT
KE52,small_airport,Oldham County Airport,US-TX,
KE57,small_airport,Denver City Airport,US-TX,
KE60,small_airport,Eloy Municipal Airport,US-AZ,
KE63,small_airport,Gila Bend Municipal Airport,US-AZ,
KE67,small_airport,Kearny Airport,US-AZ,
KE77,small_airport,San Manuel Airport,US-AZ,
KE78,small_airport,Sells Airport,US-AZ,
KE80,small_airport,Belen Regional Airport,US-NM,
KE89,small_airport,Conchas Lake Airport,US-NM,
KE91,small_airport,Chinle Municipal Airport,US-AZ,
KE95,small_airport,Benson Municipal Airport,US-AZ,
KE98,small_airport,Mid Valley Airpark,US-NM,
KEAG,small_airport,Eagle Grove Municipal Airport,US-IA,
KEAN,small_airport,Phifer Airfield,US-WY,EAN
KEAR,small_airport,Kearney Regional Airport,US-NE,EAR
KEAT,medium_airport,Pangborn Memorial Airport,US-WA,EAT
KEAU,medium_airport,Chippewa Valley Regional Airport,US-WI,EAU
KEB,small_airport,Nanwalek Airport,US-AK,KEB
KEBD,small_airport,Appalachian Regional Airport,US-WV,
KEBG,small_airport,South Texas International At Edinburg Airport,US-TX,
KEBS,small_airport,Webster City Municipal Airport,US-IA,EBS
KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,US-NC,ECG
KECP,medium_airport,Northwest Florida Beaches International Airport,US-FL,ECP
KECS,small_airport,Mondell Field,US-WY,ECS
KECU,small_airport,Edwards County Airport,US-TX,
KEDE,small_airport,Northeastern Regional Airport,US-NC,EDE
KEDG,small_airport,Weide Ahp (Aberdeen Proving Ground) Heliport,US-MD,
KEDJ,small_airport,Bellefontaine Regional Airport,US-OH,
KEDN,small_airport,Enterprise Municipal Airport,US-AL,ETS
KEDU,small_airport,University Airport,US-CA,
KEDW,large_airport,Edwards Air Force Base,US-CA,EDW
KEE0,small_airport,Eloy Farms Airstrip,US-AZ,
KEED,medium_airport,Needles Airport,US-CA,EED
KEEN,medium_airport,Dillant Hopkins Airport,US-NH,EEN
KEEO,small_airport,Meeker Airport,US-CO,
KEET,medium_airport,Shelby County Airport,US-AL,
KEFC,small_airport,Belle Fourche Municipal Airport,US-SD,
KEFD,medium_airport,Ellington Airport,US-TX,EFD
KEFK,small_airport,Northeast Kingdom International Airport,US-VT,EFK
KEFT,small_airport,Monroe Municipal Airport,US-WI,
KEFW,small_airport,Jefferson Municipal Airport,US-IA,EFW
KEG,small_airport,Keglsugl Airport,PG-CPK,KEG
KEGE,medium_airport,Eagle County Regional Airport,US-CO,EGE
KEGI,medium_airport,Duke Field,US-FL,EGI
KEGQ,small_airport,Emmetsburg Municipal Airport,US-IA,
KEGT,small_airport,Wellington Municipal Airport,US-KS,
KEGV,small_airport,Eagle River Union Airport,US-WI,EGV
KEHA,small_airport,Elkhart Morton County Airport,US-KS,
KEHO,small_airport,Shelby-Cleveland County Regional Airport,US-NC,
KEHR,small_airport,Henderson City County Airport,US-KY,
KEIK,small_airport,Erie Municipal Airport,US-CO,
KEIW,small_airport,County Memorial Airport,US-MO,
KEK,small_airport,Ekwok Airport,US-AK,KEK
KEKA,medium_airport,Murray Field,US-CA,EKA
KEKM,small_airport,Elkhart Municipal Airport,US-IN,EKI
KEKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,US-WV,EKN
KEKO,medium_airport,Elko Regional Airport,US-NV,EKO
KEKQ,small_airport,Wayne County Airport,US-KY,
KEKS,small_airport,Ennis Big Sky Airport,US-MT,
KEKX,small_airport,Addington Field,US-KY,EKX
KEKY,small_airport,Bessemer Airport,US-AL,
KELA,small_airport,Eagle Lake Airport,US-TX,ELA
KELD,medium_airport,South Arkansas Regional At Goodwin Field,US-AR,ELD
KELK,small_airport,Elk City Regional Business Airport,US-OK,ELK
KELM,medium_airport,Elmira Corning Regional Airport,US-NY,ELM
KELN,small_airport,Bowers Field,US-WA,ELN
KELO,medium_airport,Ely Municipal Airport,US-MN,LYU
KELP,medium_airport,El Paso International Airport,US-TX,ELP
KELY,medium_airport,Ely Airport Yelland Field,US-NV,ELY
KELZ,small_airport,"Wellsville Municipal Arpt,Tarantine Field",US-NY,ELZ
KEMM,small_airport,Kemmerer Municipal Airport,US-WY,EMM
KEMP,small_airport,Emporia Municipal Airport,US-KS,EMP
KEMT,small_airport,San Gabriel Valley Airport,US-CA,EMT
KEMV,small_airport,Emporia Greensville Regional Airport,US-VA,
KEND,large_airport,Vance Air Force Base,US-OK,END
KENL,small_airport,Centralia Municipal Airport,US-IL,ENL
KENV,medium_airport,Wendover Airport,US-UT,ENV
KENW,medium_airport,Kenosha Regional Airport,US-WI,ENW
KEOE,small_airport,Newberry County Airport,US-SC,
KEOK,small_airport,Keokuk Municipal Airport,US-IA,EOK
KEOP,small_airport,Pike County Airport,US-OH,
KEOS,small_airport,Neosho Hugh Robinson Airport,US-MO,
KEPH,small_airport,Ephrata Municipal Airport,US-WA,EPH
KEPM,small_airport,Eastport Municipal Airport,US-ME,
KEQA,small_airport,Captain Jack Thomas El Dorado Airport,US-KS,EDK
KEQY,small_airport,Charlotte-Monroe Executive Airport,US-NC,
KERI,large_airport,Erie International Tom Ridge Field,US-PA,ERI
KERR,small_airport,Errol Airport,US-NH,ERR
KERV,small_airport,Kerrville Municipal Louis Schreiner Field,US-TX,ERV
KERY,small_airport,Luce County Airport,US-MI,
KESC,small_airport,Delta County Airport,US-MI,ESC
KESF,medium_airport,Esler Regional Airport,US-LA,ESF
KESN,small_airport,Easton Newnam Field,US-MD,ESN
KEST,small_airport,Estherville Municipal Airport,US-IA,EST
KESW,small_airport,Easton State Airport,US-WA,ESW
KETB,small_airport,West Bend Municipal Airport,US-WI,ETB
KETC,small_airport,Tarboro Edgecombe Airport,US-NC,
KETH,small_airport,Wheaton Municipal Airport,US-MN,
KETN,small_airport,Eastland Municipal Airport,US-TX,ETN
KEUF,small_airport,Weedon Field,US-AL,EUF
KEUG,medium_airport,Mahlon Sweet Field,US-OR,EUG
KEUL,small_airport,Caldwell Industrial Airport,US-ID,
KEVB,small_airport,New Smyrna Beach Municipal Airport,US-FL,
KEVM,small_airport,Eveleth Virginia Municipal Airport,US-MN,EVM
KEVU,small_airport,Northwest Missouri Regional Airport,US-MO,
KEVV,medium_airport,Evansville Regional Airport,US-IN,EVV
KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,US-WY,EVW
KEVY,small_airport,Summit Airport,US-DE,
KEWB,medium_airport,New Bedford Regional Airport,US-MA,EWB
KEWK,small_airport,Newton City-County Airport,US-KS,EWK
KEWN,medium_airport,Coastal Carolina Regional Airport,US-NC,EWN
KEWR,large_airport,Newark Liberty International Airport,US-NJ,EWR
KEX,small_airport,Kanabea Airport,PG-GPK,KEX
KEXX,small_airport,Davidson County Airport,US-NC,
KEYE,small_airport,Eagle Creek Airpark,US-IN,
KEYF,small_airport,Curtis L Brown Jr Field,US-NC,
KEYW,medium_airport,Key West International Airport,US-FL,EYW
KEZF,small_airport,Shannon Airport,US-VA,
KEZI,small_airport,Kewanee Municipal Airport,US-IL,
KEZM,small_airport,Heart of Georgia Regional Airport,US-GA,
KEZS,small_airport,Shawano Municipal Airport,US-WI,
KEZZ,small_airport,Cameron Memorial Airport,US-MO,
KF00,small_airport,Jones Field,US-TX,
KF01,small_airport,Quanah Municipal Airport,US-TX,
KF05,small_airport,Wilbarger County Airport,US-TX,WIB
KF06,small_airport,Marian Airpark,US-TX,
KF08,small_airport,Eufaula Municipal Airport,US-OK,
KF10,small_airport,Henryetta Municipal Airport,US-OK,
KF14,small_airport,Wichita Valley Airport,US-TX,
KF17,small_airport,Center Municipal Airport,US-TX,
KF21,small_airport,Memphis Municipal Airport,US-TX,
KF22,small_airport,Perry Municipal Airport,US-OK,
KF24,small_airport,Minden Airport,US-LA,
KF29,small_airport,Clarence E Page Municipal Airport,US-OK,
KF30,small_airport,Sulphur Municipal Airport,US-OK,
KF31,small_airport,Lake Texoma State Park Airport,US-OK,
KF32,small_airport,Healdton Municipal Airport,US-OK,
KF34,small_airport,Firebaugh Airport,US-CA,
KF35,small_airport,Possum Kingdom Airport,US-TX,
KF36,small_airport,Cordell Municipal Airport,US-OK,
KF37,small_airport,Carrizozo Municipal Airport,US-NM,
KF41,small_airport,Ennis Municipal Airport,US-TX,
KF43,small_airport,El Dorado Downtown-Stevens field,US-AR,
KF44,small_airport,Athens Municipal Airport,US-TX,
KF45,small_airport,North Palm Beach County General Aviation Airport,US-FL,
KF46,small_airport,Rockwall Municipal Airport,US-TX,
KF47,small_airport,St George Island Airport,US-FL,
KF48,small_airport,Nocona Airport,US-TX,
KF49,small_airport,Slaton Municipal Airport,US-TX,
KF51,small_airport,Winnsboro Municipal Airport,US-TX,
KF53,small_airport,Franklin County Airport,US-TX,
KF56,small_airport,Arledge Field,US-TX,
KF62,small_airport,Hayfork Airport,US-CA,
KF68,small_airport,Anadarko Municipal Airport,US-OK,
KF69,small_airport,Air Park Dallas Airport,US-TX,
KF70,small_airport,French Valley Airport,US-CA,RBK
KF72,small_airport,Franklin Field,US-CA,
KF75,small_airport,Harrison Field of Knox City Airport,US-TX,
KF82,small_airport,Town & Country Airpark,US-TX,
KF83,small_airport,Abernathy Municipal Airport,US-TX,
KF84,small_airport,Stigler Regional Airport,US-OK,
KF85,small_airport,Cochran County Airport,US-TX,
KF86,small_airport,Caldwell Parish Airport,US-LA,
KF87,small_airport,Union Parish Airport,US-LA,
KF88,small_airport,Jonesboro Airport,US-LA,
KF89,small_airport,Winnsboro Municipal Airport,US-LA,
KF97,small_airport,Seagraves Airport,US-TX,
KF98,small_airport,Yoakum County Airport,US-TX,
KF99,small_airport,Holdenville Municipal Airport,US-OK,
KFAF,medium_airport,Felker Army Air Field,US-VA,FAF
KFAM,small_airport,Farmington Regional Airport,US-MO,FAM
KFAR,medium_airport,Hector International Airport,US-ND,FAR
KFAT,medium_airport,Fresno Yosemite International Airport,US-CA,FAT
KFAY,medium_airport,Fayetteville Regional Grannis Field,US-NC,FAY
KFBG,medium_airport,Simmons Army Air Field,US-NC,FBG
KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,US-MN,FBL
KFBR,small_airport,Fort Bridger Airport,US-WY,FBR
KFBY,small_airport,Fairbury Municipal Airport,US-NE,FBY
KFCH,small_airport,Fresno Chandler Executive Airport,US-CA,FCH
KFCI,small_airport,Chesterfield County Airport,US-VA,
KFCM,small_airport,Flying Cloud Airport,US-MN,FCM
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,US-CO,FCS
KFCY,small_airport,Forrest City Municipal Airport,US-AR,FCY
KFDK,small_airport,Frederick Municipal Airport,US-MD,FDK
KFDR,small_airport,Frederick Regional Airport,US-OK,FDR
KFDW,small_airport,Fairfield County Airport,US-SC,
KFDY,medium_airport,Findlay Airport,US-OH,FDY
KFEP,small_airport,Albertus Airport,US-IL,FEP
KFES,small_airport,Festus Memorial Airport,US-MO,
KFET,small_airport,Fremont Municipal Airport,US-NE,FET
KFFA,small_airport,First Flight Airport,US-NC,FFA
KFFC,small_airport,Peachtree City Falcon Field,US-GA,
KFFL,small_airport,Fairfield Municipal Airport,US-IA,FFL
KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,US-MN,FFM
KFFO,large_airport,Wright-Patterson Air Force Base,US-OH,FFO
KFFT,small_airport,Capital City Airport,US-KY,FFT
KFFX,small_airport,Fremont Municipal Airport,US-MI,
KFFZ,small_airport,Falcon Field,US-AZ,MSC
KFGX,small_airport,Fleming Mason Airport,US-KY,
KFHR,small_airport,Friday Harbor Airport,US-WA,FRD
KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,US-AZ,FHU
KFIG,small_airport,Clearfield Lawrence Airport,US-PA,
KFIT,small_airport,Fitchburg Municipal Airport,US-MA,
KFKA,small_airport,Fillmore County Airport,US-MN,
KFKL,medium_airport,Venango Regional Airport,US-PA,FKL
KFKN,small_airport,Franklin Regional Airport,US-VA,FKN
KFKR,small_airport,Frankfort Municipal Airport,US-IN,
KFKS,small_airport,Frankfort Dow Memorial Field,US-MI,
KFLD,small_airport,Fond du Lac County Airport,US-WI,FLD
KFLG,medium_airport,Flagstaff Pulliam Airport,US-AZ,FLG
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,US-FL,FLL
KFLO,medium_airport,Florence Regional Airport,US-SC,FLO
